Bundestagswahl 2013
 Zwischenergebnis
Nr;Gebiet;gehört;Wahlberechtigte;;;;Wähler;;;;Ungültige;;;;Gültige;;;;CDU;;;;SPD;;;;FDP;;;;DIE LINKE;;;;GRÜNE;;;;CSU;;;;PIRATEN;;;;NPD;;;;Tierschutzpartei;;;;REP;;;;ÖDP;;;;FAMILIE;;;;Bündnis 21/RRP;;;;RENTNER;;;;BP;;;;PBC;;;;BüSo;;;;DIE VIOLETTEN;;;;MLPD;;;;Volksabstimmung;;;;PSG;;;;AfD;;;;BIG;;;;pro Deutschland;;;;DIE RECHTE;;;;DIE FRAUEN;;;;FREIE WÄHLER;;;;Nichtwähler;;;;PARTEI DER VERNUNFT;;;;Die PARTEI;;;;B;;;;BGD;;;;DKP;;;;NEIN!;;;;Übrige;;;;
286;"Schwarzwald-Baar";8;166191;167458;;;119169;117355;;;1822;2983;1835;2618;117347;114372;117334;114737;66496;54172;57912;41694;22207;21835;22410;20374;2946;15292;6933;23812;4141;7158;4856;7837;8982;13034;10612;13344;;;;;;;2259;2111;1962;2881;1736;1978;;;922;937;;;211;553;586;;377;455;;;;;;;;;;;339;;;;;;;;452;694;;;17;61;;;;254;;;57;80;;;229;287;;;;;4603;;6674;;;;63;;;;76;;;;;;;;;;1845;;1081;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;3579;;;266;
287;"Konstanz";8;202392;197671;;;147556;140167;;;1910;2793;1744;2480;145646;137374;145812;137687;75522;59256;63564;43844;27955;29713;29504;26047;5476;20335;10735;29372;5980;8943;7294;9344;19322;17439;18445;20482;;;;;3197;;3187;3298;1237;1688;1116;1309;;;1180;1319;;;199;533;1105;;661;465;;;;;;;;;;;335;;;;;;;;230;419;;;20;60;;;;444;;;43;62;;;384;490;;;;;5852;;7994;;;;82;;;;89;;;;;;;;;;;;649;;;;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;199;
288;"Waldshut";8;177306;177784;;;128811;125418;;;2376;2689;1778;2066;126435;122729;127033;123352;65008;50967;62609;45201;35357;35026;24132;23058;4185;13686;7306;22993;5612;7100;5482;7765;12766;13091;13987;16971;;;;;;;2336;2244;1693;1667;946;941;;;878;869;;;635;1190;1814;843;681;611;;;;;;;;;;;313;;;;;;;;227;574;;;37;67;;;;338;;;30;38;;;344;370;;;;;;;5961;;;;46;;;;99;;;;;;;;;;;;888;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;349;;122;
289;"Reutlingen";8;198904;198399;;;150033;145797;;;1906;3392;2012;2561;148127;142405;148021;143236;76868;60739;68394;48389;29857;31385;28557;25762;5665;18198;10441;28734;5966;8449;7089;10056;18399;19869;16195;21388;;;;;;;3267;2792;1764;2488;1517;1818;;;962;853;;;543;1282;794;;508;406;;;;;;;;;;;346;;;;;;;;311;584;;;23;75;;;;264;296;490;139;190;;;324;466;;;;;6435;;8245;;;;75;;;;102;;;;;;;;;;1119;;873;;;;;;;;110;;;;;;;;;;;;;;;;;;;;;;964;787;;177;
290;"Tübingen";8;193188;189559;;;149819;143896;;;1858;2199;1539;1855;147961;141697;148280;142041;69351;55188;61889;43603;30158;28501;30417;26823;3358;13680;8207;24233;9589;9801;9819;11185;24478;30560;21990;26939;;;;;4402;;3979;3648;1557;2078;1297;1452;;;1053;870;;;439;1122;;814;589;633;;;;;;;;;;;273;;;;;;;;340;525;;;30;63;;;;318;;;97;140;;;265;372;;;;;5068;;6794;;;;73;;;;107;;;;;;;;;;;;506;;;;;;;;116;;;;;;;;;;;;;;;;;;;;;;;1075;;115;
291;"Ulm";8;220702;218934;;;167196;161713;;;2166;3270;1749;2567;165030;158443;165447;159146;85964;67812;80363;57169;39339;35885;33444;28434;4370;18278;8652;28714;6002;9608;7083;10648;16048;21479;17037;22893;;;;;4322;;4075;4307;;2513;1740;1794;;;1159;1088;;;549;1211;;;726;859;;;;;;;;;;;421;;;;;;;;343;647;;;46;97;;;;392;;310;113;161;;;342;525;;;;;5980;;7825;;;;95;;;;147;;;;;;;;;;1661;;1146;;;;;;;;141;;;;;;;;;;;;;;;;;;;;;;1344;2558;;207;
292;"Biberach";8;163773;162508;;;121708;117289;;;2123;3263;1628;2303;119585;114026;120080;114986;70538;48662;67563;49688;23620;26275;17813;15742;2731;17233;5851;21665;4013;6117;4075;6636;10753;11176;10887;12524;;;;;3411;;2503;2277;;2389;1062;1401;;;826;879;;;599;1289;1958;1760;1164;1536;;;;;;;;;;;315;;;;;;;;209;413;;;28;77;;;;277;;;23;40;;;273;382;;;;;;;5068;;;;66;;;;105;;;;;;;;;;2561;;1516;;;;;;;;134;;;;;;;;;;;;;;;;;;;;;;;414;;160;
293;"Bodensee";8;171019;167789;;;128735;122655;;;1970;2181;1529;1767;126765;120474;127206;120888;68333;54169;61962;44205;26104;23587;23120;20080;4955;16521;8086;24483;5750;7077;5632;7775;14224;17349;14955;16962;;;;;2824;;2594;2441;1594;1771;1091;1277;;;950;813;;;303;628;1415;;902;705;;;;;;;;;;;256;;;;;;;;163;344;;;21;57;;;;444;;;51;57;;;362;402;;;;;;;5689;;;;37;;;;75;;;;;;;;;;1566;;861;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;215;
294;"Ravensburg";8;184905;181362;;;135871;130128;;;1629;3110;1378;1966;134242;127018;134493;128162;69309;56931;67246;48146;26909;22530;23262;19969;3319;17946;7047;23997;4424;7918;5771;8428;18297;18639;16569;18408;;;;;2761;;2828;2404;1252;2006;1164;1250;;;951;883;;;418;944;2782;;1982;1965;;;;;;;;;;;297;;;;;;;;231;493;;;23;86;;;;444;;;60;74;;;320;480;;;;;3674;;5200;;;;29;;;;85;;;;;;;;;;1192;;901;;;;;;;;109;;;;;;;;;;;;;;;;;;;;;;323;1048;;191;
295;"Zollernalb - Sigmaringen";8;184176;185890;;;132910;130436;;;2745;3243;1865;2621;130165;127193;131045;127815;78958;62858;69171;49774;23678;21695;22446;20001;3064;17220;7393;27454;5457;8292;5356;8763;10800;11802;11007;12571;;;;;;;2745;2477;2754;2895;1854;2036;;;1012;956;;;667;1527;1195;;541;572;;;;;;;;;;;327;;;;;;;;288;600;;;37;65;;;;297;544;;198;137;;;282;385;;;;;;;6161;;;;45;;;;132;;;;;;;;;;3715;;1221;;;;;;;;162;;;;;;;;;;;;;;;;;;;;;;;2431;;200;
8;"Baden-Württemberg";99;7680889;7633818;;;5708219;5530242;;;84542;105893;69920;88153;5623677;5424349;5638299;5442089;2872147;2307250;2575148;1874481;1331623;1285617;1159715;1051198;164190;645560;347893;1022958;236086;345551;272307;389637;613896;694760;622897;755648;;;;;113919;11400;130662;112006;66574;89204;56273;61575;;;43254;37823;8238;3235;21864;48693;30596;13187;23703;24525;;;;;;;;;;;14414;;;;;;;8588;12854;24430;282;819;1122;2872;951;1023;;12593;2097;3007;2979;3640;;;11076;13648;;;;;133509;;295384;;;;3631;;;;4622;;;;;;;;;;36262;;33414;;;;;;;;5087;;1670;;;;;;;;;;;;230;;;;;;;;11407;15148;;6362;

213;"Altötting";9;166781;166775;;;111826;112507;;;965;1738;972;1221;110861;110769;110854;111286;;;;;15920;16724;16778;14831;2290;9508;4362;13992;2832;5362;3241;5641;6033;8477;6394;8923;72915;67284;64994;57712;2318;;1902;1896;;2045;702;1347;;;757;650;;;541;1086;;;1347;1517;;;;789;;;72;720;;;;;;;1473;1297;;;;99;389;1369;116;309;656;;350;251;;;19;20;;;;;;;;;3673;;4496;;;;;;;;80;;;;;;;;225;;3835;;2861;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;206;
214;"Erding - Ebersberg";9;190687;185961;;;143646;140360;;;1102;2228;950;1157;142544;138132;142696;139203;;;;;27234;24402;23671;19106;3125;16433;7322;22094;3712;6073;4178;6265;11375;17573;12589;17458;78994;67518;72848;61088;;;2611;2562;;1837;608;1018;;;1029;959;;;1052;1711;2990;3969;1976;2453;;;;996;191;;114;1416;;;;;2754;;2180;1434;;;;91;;;31;54;;;171;289;;;50;35;;;;;;;;;6373;;7348;;;;;;;;113;;;;;;;;240;;5505;;4450;;;;;;;;115;;;;;;;;;;;;;;;;;;291;;;;;327;;174;
215;"Freising";9;216492;212087;;;155881;154723;;;1439;2174;1103;1218;154442;152549;154778;153505;;;;;27164;21693;25243;20646;3854;20220;7248;22532;4440;8510;5031;8417;18170;25879;14390;18984;81730;71748;78926;68578;3539;;3156;3691;;2636;1181;1855;;;1152;1031;;;504;928;2567;88;1915;1933;;;;1052;;1697;50;1622;;;;;;63;2003;1467;;;;162;;5;28;47;;;186;338;;;36;32;;;;;;;;;5855;;7415;;;;;;;;123;;;;;;;;264;;7123;;5779;;;;;;;;148;;;;;;;;;;;;;;;;;;;;;;;10;;190;
216;"Fürstenfeldbruck";9;251148;244678;;;188412;186845;;;1384;2143;1174;1556;187028;184702;187238;185289;;;;;37572;35144;34661;29179;4178;20645;9439;29842;5093;7146;5703;8768;14512;19965;16586;23104;103920;90368;94484;79120;4256;;3599;3568;;2007;898;1508;;;1398;1313;;;545;879;2797;3120;2055;1851;;;;1065;;2415;70;2196;;;;;;3109;2102;1990;;;;150;;;23;70;;;239;408;;;98;36;;;;;;;;;8682;;9734;;;;;;;;157;;;;;;;;275;;6018;;5032;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;783;;242;
217;"Ingolstadt";9;254724;250512;;;174712;174765;;;1377;2418;1518;1611;173335;172347;173194;173154;;;;;28562;26630;29880;26701;3471;13994;7407;21359;6756;10838;6164;10621;11340;14082;10751;14178;106675;98542;96806;85841;3615;;3096;3421;;3276;1472;2569;;;1060;993;;;724;1257;2222;3863;1987;2323;;;;1147;;;64;585;;;;;;;1796;1321;;;;227;;656;23;120;;;194;226;;;26;34;;;;;;;;;4879;;6064;;;;;;;;129;;;;;;;;277;;5202;;5111;;;;;;;;163;;613;;;;;;;;;;;;;;;;;;;;;466;;231;
218;"München-Nord";9;225536;220785;;;155981;158045;;;1221;1459;774;1123;154760;156586;155207;156922;;;;;48642;55691;38359;31067;5748;15766;12715;28189;5722;7773;7024;10705;15963;15307;21158;27405;66933;57161;57100;48622;4981;;4249;4164;1142;1531;656;1117;;;1079;1019;;;327;482;2320;1732;1542;1283;;;;461;;;48;932;;;;;;;917;751;;;;96;228;217;54;95;;;210;306;162;123;60;70;;;;;;;;;;;7106;;;;;;;;111;;;;;;;;198;;2919;;2167;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;1285;;158;
219;"München-Ost";9;236493;231017;;;168519;170334;;;1448;1469;867;1028;167071;168865;167652;169306;;;;;47978;44917;39072;32109;6902;24022;13763;31531;5673;9109;7068;10996;16925;21722;21565;27466;74744;61412;66314;55854;3771;;3808;3715;1136;1286;620;1038;;;1117;1099;;;298;439;2690;2147;1579;1283;;;;546;;1616;63;1358;;;;;2072;1574;1242;1079;;;;106;251;221;46;127;;;205;352;;;57;51;;;;;;;;;;;7793;;;;;;;;115;;;;;;;;208;;4929;;2575;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;839;;157;
220;"München-Süd";9;215351;211617;;;154161;155666;;;994;1546;746;1000;153167;154120;153415;154666;;;;;43583;43835;36904;30403;4640;17033;10705;25600;6036;8266;7343;10603;17398;20507;21434;26219;66503;58849;58107;51064;3961;;4003;3624;743;1289;632;1073;;;1089;1005;;;284;503;2593;2097;1415;1236;;;;493;;;50;1176;;;;;;;1092;813;;;;153;155;460;49;148;;;225;325;;;42;54;;;;;;;;;4658;;7082;;;;;;;;82;;;;;;;;260;;2897;;2492;;;;;;;;125;;;;;;;;;;;;;;;;;;;;;;;1784;;174;
221;"München-West/Mitte";9;239683;231682;;;174271;173138;;;1325;1561;887;1086;172946;171577;173384;172052;;;;;49386;47101;41116;32308;6976;20442;12832;29355;7141;9665;8322;11587;22681;24967;26942;33340;73657;63075;64218;53814;4419;;4307;4045;1002;1413;646;1029;;;1232;1120;;;274;498;2804;2623;1759;1550;;;;528;;;51;1069;;;;;;;1000;929;;;;160;184;412;61;140;;;249;361;;;125;33;;;;;;;;;;;7225;;;;;;737;;200;;;;;;;;287;;3727;;2394;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;232;1879;;186;
222;"München-Land";9;246761;242625;;;192027;192148;;;1158;1783;1172;1145;190869;190365;190855;191003;;;;;38783;37277;37493;31856;7429;26030;16300;37893;3996;7201;5383;8581;21279;25062;18958;24576;100176;87060;89505;75712;3298;;3544;3471;;1548;624;1145;;;1346;1131;;;545;793;2195;1986;1641;1515;;1926;;1106;184;1601;108;1490;;;;;;;1320;1038;;;;105;;;27;62;;;189;337;;;47;20;;;;;;;;;7583;;9287;;;;;;;;112;;;;;;;;237;;5591;;3992;;;;;;355;;197;;;;;;;;;;;;;;;;;;;;;;;674;;172;
223;"Rosenheim";9;230531;226483;;;162981;161912;;;1362;2087;1175;1544;161619;159825;161806;160368;;;;;20230;23041;23968;20380;4272;14745;8039;23226;3931;5967;4688;7074;15122;19499;13631;18258;93961;82305;87569;74860;3650;;2788;2503;;1172;776;1186;;;1111;966;2014;3455;1367;2960;3297;3905;2416;2669;;;;926;;1749;36;1602;;;;;3674;3612;3088;2659;;;;149;200;375;97;193;;;241;455;;;24;34;;;;;;;;;6562;;7785;;;;;;;;93;;;;;;;;266;;4482;;3635;;;;;;;;188;;;;;;;;;;;;;;;;;;;;;;224;;;268;
224;"Starnberg";9;244512;242366;;;182290;183059;;;2190;2456;1219;1459;180100;180603;181071;181600;;;;;31681;28179;27347;23078;13378;25954;13351;34361;5037;6928;4795;7442;16031;19133;16408;21967;97382;98057;93199;81106;4011;;2801;2611;;2215;740;1409;;;1327;1167;;;421;786;3431;41;1975;1717;;49;;939;;35;61;2025;;;;;;;2595;1973;;;;140;;;36;68;;;397;516;;;22;33;;;;;;;;;;;10132;;;;;;;;150;;;;;;;;266;;9149;;4832;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;12;;262;
225;"Traunstein";9;206175;205115;;;141464;142584;;;1553;1966;1143;1402;139911;140618;140321;141182;;;;;24569;21406;20875;17747;3312;10142;6140;18243;4125;6156;4193;7122;11973;16188;12334;16341;87598;76741;80351;68886;3027;;2115;1868;;2063;768;1641;;;912;864;1917;;816;1420;3390;2409;1838;1927;;;;727;;1296;43;1188;;;;;;2860;1799;2163;;;;245;;608;36;139;;;206;325;;;42;16;;;;;;;;;;;4564;;;;;;;;105;;;;;;;;177;;;;2820;;;;;;;;187;;;;;;;;;;;;;;;;;;;;;;;749;;320;
226;"Weilheim";9;252724;249153;;;184197;183832;;;1987;2439;1438;1704;182210;181393;182759;182128;;;;;30007;25894;28342;23512;5325;19076;9461;28911;5315;7568;5628;8897;15554;21516;16015;20871;104265;94302;95886;83058;3136;;2907;3098;1580;1883;1067;1501;;;1283;1128;;;412;835;5007;4511;3005;3277;;;;1257;;1921;80;1966;;;;;5594;3399;3573;2740;;;;219;;;32;57;;;271;489;;;53;28;;;;;;;;;;;9633;;;;;;;;156;;;;;;;;320;;6427;;4427;;;;;;;;208;;;;;;;;;;;;;;;;;;;;;;;1323;;284;
227;"Deggendorf";9;154641;154767;;;93939;94922;;;841;1524;735;1049;93098;93398;93204;93873;;;;;14779;15336;15438;13611;1950;11065;3557;13485;2802;6851;3107;7536;4187;6717;4064;6189;57146;49398;52483;43628;1296;;1280;1160;1663;3039;1439;2190;;;656;537;;;434;1449;;;935;1178;;;;686;;;39;514;;;;;1773;;1562;1213;;;;110;;;13;25;;;87;187;;;11;17;;;;;;;;;3040;;3787;;;;;;;;66;;;;;;;;171;;4462;;3975;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;992;;158;
228;"Landshut";9;250873;246833;;;171650;171065;;;1655;2818;1212;1584;169995;168247;170438;169481;;;;;27537;25337;27160;23634;5154;22940;7990;24031;4920;9362;5160;9554;14078;17133;11423;15002;98703;84953;92079;82466;3349;;2642;2843;2212;3295;1377;2373;;;1325;1172;;;490;1373;4001;4051;2176;2635;;;;1152;;;58;705;;;;;;;2439;1397;;;;130;;;53;41;;1176;280;710;;;59;28;;;;;;;;;;;6037;;;;;;;;170;;;;;;;;403;;10041;;8943;;;;;;;;174;;;;;;;;;;;;;;;;;;;;;;;;;235;
229;"Passau";9;186321;186068;;;117391;118249;;;1279;1536;952;1124;116112;116713;116439;117125;;;;;22844;16573;21610;17773;;22069;5198;18202;3763;9217;4399;9198;5956;8767;6895;9054;69431;54275;62766;52476;2191;;1811;1618;1263;2600;1101;2077;;;863;723;;;356;792;3049;3212;1884;2392;;;;789;;;25;547;;;;;;;1121;912;;;;100;;;19;40;;;123;226;;;51;18;;;;;;;;;3616;;4480;;;;;;;;81;;;;;;;;193;;3999;;3361;;;;;;;;102;;;;;;;;;;;;;;;;;;;;;;;;;188;
230;"Rottal-Inn";9;163308;162109;;;103877;104487;;;1235;2052;907;1227;102642;102435;102970;103260;;;;;16620;17920;15626;14151;2067;10305;4192;14359;2669;4868;2753;5742;4774;5828;4998;6786;62747;54904;60511;51702;;;1432;1392;1627;1743;1294;1761;;;722;599;;1719;439;1388;2857;4626;1740;2472;;;;674;;;40;486;;;;;;;1344;1140;;;;59;;522;32;124;;;113;194;;;17;20;;;;;;;;;3116;;3708;;;;;;;;94;;;;;;;;180;;5377;;3608;;;;;;;;127;;788;;;;;;;;;;;;;;;;;;;;;;;211;
231;"Straubing";9;173373;173068;;;111563;112708;;;1195;1621;1016;1345;110368;111087;110547;111363;;;;;19399;24922;17789;15817;2596;8650;4654;15232;2755;5410;3298;7257;3582;4372;4323;5925;67578;61572;63897;55844;1915;;1626;1526;1858;2519;1512;2085;;;705;629;;;378;1258;3202;3040;1934;2831;;;;772;;;23;534;;;;;;;1388;1232;;;;69;;;22;28;;;81;171;;;24;13;;;;;;;;;3662;;4349;;;;;;;;59;;;;;;;;190;;3821;;4158;;;;;;;;137;;;;;;;;;;;;;;;;;;;;;;;602;;140;
232;"Amberg";9;214824;214616;;;151050;153659;;;1576;3314;1319;1680;149474;150345;149731;151979;;;;;31253;30587;29035;25606;3150;18922;5632;19418;4910;10544;5052;10629;7364;13833;8997;12807;87245;71148;80074;68586;3779;;2920;3686;2223;3818;1586;2839;;;987;965;;;377;913;3830;;1959;2083;;;;1284;;1493;51;1288;;;;;;;1370;1026;;;;234;;;30;62;;;144;213;;;32;37;;;;;;;;;;;5263;;;;;;;;119;;;;;;;;280;;5720;;5671;;;;;;;;152;;;;;;;;;;;;;;;;;;;;;;;;;303;
233;"Regensburg";9;248789;243083;;;171979;171002;;;1442;1933;1349;1455;170537;169069;170630;169547;;;;;37539;35207;32902;29375;6831;21618;7834;22998;5836;10514;6617;11453;14194;14784;15748;18343;82649;75653;82558;72120;3453;2903;3355;3566;1442;2753;1281;2297;;;1260;1316;;;475;1100;4174;4410;2573;2772;;;;1037;;1227;42;1171;;;;;;;1317;1078;;;;153;;;23;68;;;208;430;;;57;40;;;;;;;;;6228;;6958;;;;;;;;118;;;;;;;;280;;7798;;6872;;;;;;;;152;;;;;;;;;;;;;;;;;;;;;;393;;;230;
234;"Schwandorf";9;216199;216044;;;141395;143939;;;1280;2151;1595;1957;140115;141788;139800;141982;;;;;34715;34321;27077;24828;2430;11058;4690;16553;3815;9396;4505;11310;4516;6423;5927;8580;80838;72791;76453;66951;;;2149;2269;2158;3463;1706;3020;;;1011;966;;;483;1185;2170;2830;1526;2305;;;;1225;;;53;761;;;;;2961;;2105;1288;;;;159;;;21;49;;;103;191;;;38;22;;;;;;;;;;;4574;;;;;;;;105;;;;;;;;258;;6512;;6855;;;;;;;;161;;;;;;;;;;;;;;;;;;;;;;;1506;;320;
235;"Weiden";9;169945;172011;;;118903;124026;;;1119;1859;1205;2270;117784;122167;117698;121756;;;;;25880;24261;26480;24467;1735;8664;3953;14272;3105;6567;3982;9093;4543;6031;5072;8060;64931;54891;62123;54009;1807;;1758;2207;1892;2994;1908;3071;;;771;872;;;288;693;1492;1563;1098;1565;;;;1132;;;29;642;;;;;;;1071;1054;;;;108;;;18;33;;;114;176;;;24;21;;;;;;;;;2852;;4212;;;;;;;;124;;;;;;;;265;;4163;;4229;;;;;;;;179;;;;;;;;;;;;;;;;;;;;;;5384;17196;;281;
236;"Bamberg";9;179660;177197;;;126899;129049;;;1030;1563;963;1170;125869;127486;125936;127879;;;;;28795;26044;24923;19553;4251;13590;6073;17523;4367;7601;5144;8316;10282;11726;11267;13512;65721;62548;61549;57433;3023;;2904;3041;1659;1899;1617;1759;;;960;790;;2213;587;1937;;;792;754;;;;1061;;;45;714;;;;;;1562;560;770;;;;188;;;18;33;;;148;244;;;70;58;;;;;;;;;4222;;5162;;;;;;;;111;;;;;;;;350;;3549;;3508;;;;;;;;148;;;;;;;;;;;;;;;;;;;;;;;303;;193;
237;"Bayreuth";9;163851;164344;;;115661;117290;;;1190;1654;859;974;114471;115636;114802;116316;;;;;29345;23920;26674;22018;3132;9898;5532;16066;3246;6318;3791;6865;7189;13096;7796;10937;63933;58848;56848;51124;2664;;2197;2401;1392;1701;1100;1593;;;798;690;;1855;532;1520;;;563;595;;;;818;;;56;570;;;;;;;400;414;;;;293;;;17;30;;;118;181;;;23;20;;;;;;;;;3570;;4411;;;;;;;;69;;;;;;;;248;;;;3491;;;;;;;;138;;;;;;;;;;;;;;;;;;;;;;;;;181;
238;"Coburg";9;159250;162834;;;111403;115851;;;1015;1784;1039;1272;110388;114067;110364;114579;;;;;35779;28882;30702;26869;1834;8805;4470;13398;3686;7475;4421;8116;4267;9380;6303;8707;55312;55174;51570;49248;1717;;1782;2093;1741;2775;1623;2384;;;681;597;;;216;614;;1234;536;697;;;;711;;;25;302;;;;;;;306;261;;;;231;;;17;25;;;106;165;;;59;35;;;;;;;;;3142;;4703;;;;;;;;61;;;;;;;;259;;2910;;2397;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;342;;126;
239;"Hof";9;174569;180735;;;118836;126096;;;1093;2057;1198;1735;117743;124039;117638;124361;;;;;33730;33763;31407;29265;1527;9604;4414;14036;5264;9994;5623;10550;6449;9302;6314;8678;64884;57632;55220;51661;;;2273;2248;1717;3094;1445;2458;;;1030;1005;;;446;916;;;504;484;;;;999;;;40;612;;;;;;;596;487;;;;511;;;14;49;;;90;167;;;19;31;;;;;;;;;4172;;5107;;;;;;;;108;;;;;;;;239;;;;2585;;;;;;;;164;;;;;;;;;;;;;;;;;;;;;;;650;;204;
240;"Kulmbach";9;172559;173473;;;122307;128501;;;1217;1198;1212;1384;121090;127303;121095;127117;;;;;27611;18717;26037;21863;1995;4885;4518;14520;3606;6624;4382;8038;4853;5985;6395;8731;68898;86658;63374;62880;2213;;2316;2332;2012;3027;2016;2682;;;887;827;;;559;1215;1430;1407;850;1091;;;;1045;;;31;659;;;;;1118;;758;546;;;;259;;;12;48;;;123;185;;;33;25;;;;;;;;;3827;;4796;;;;;;;;102;;;;;;;;319;;3527;;3467;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;171;
241;"Ansbach";9;242822;243953;;;166565;171989;;;1698;2553;1478;2119;164867;169436;165087;169870;;;;;38332;37133;36694;32847;7454;17346;7618;23222;6199;9231;6393;12176;9664;14054;13770;17294;87922;80239;78638;68128;3939;3248;3274;3512;2496;3835;2007;3023;;;1110;1061;;;642;1301;;3658;1847;2662;;;;1520;210;;124;1159;;;;;1520;;865;553;;;;618;;;33;42;435;;234;400;;;30;37;;;;;;;;;;;5946;;;;;;;;176;;;;;;;;370;;6696;;5160;;;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;692;;315;
242;"Erlangen";9;179553;177261;;;135186;135845;;;862;1335;936;1091;134324;134510;134250;134754;;;;;35377;32269;32638;28248;2990;12736;7442;20048;5611;8275;5840;8821;11980;15036;15395;18043;65152;60685;55940;48552;3216;;3311;4096;956;1596;917;1362;;;899;794;;;292;596;;1686;1139;1177;;1946;;1095;;;53;994;;;;;556;;507;308;;;;208;;;26;37;;;127;210;;;54;45;;;;;;;;;4379;;5582;;;;;;;;71;;;;;;;;233;;4107;;3672;;;;;;;;112;;;;;;;;;;;;;;;;;;;;;;;281;;120;
243;"Fürth";9;252858;249703;;;178163;179941;;;1453;2512;1524;2030;176710;177429;176639;177911;;;;;47902;44505;44472;37820;3238;15361;8240;24978;7516;13798;8814;14667;14558;17109;16112;20314;86964;76897;75587;63392;4787;4166;4146;5035;2243;3551;1739;2714;;;1336;1355;;;890;1251;;;1371;1610;;;;1512;;;84;1604;;;;;;;765;492;;;;393;;;29;66;;;185;364;;;70;66;;;;;;;;;5582;;7790;;;;;;;;154;;;;;;;;360;;3920;;4280;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;2042;;278;
244;"Nürnberg-Nord";9;193027;189738;;;132568;135154;;;1061;1572;1038;1190;131507;133582;131530;133964;;;;;41626;41246;35288;29751;3548;10652;7133;18528;8093;10923;9298;12554;13325;15043;17413;20934;51797;48943;45730;40094;4049;4268;4220;4940;1340;2320;1061;1835;;;1031;1129;;;410;611;;;941;847;;;;620;;;57;1081;;;;;;;337;233;;;;168;;;26;52;;;165;313;122;187;149;106;;;;;;;;;4413;;5882;;;;;;;;93;;;;;;;;243;;2129;;1900;;;;;;;;153;;872;;;;;;;;;;;;;;;;;;;;193;;;168;
245;"Nürnberg-Süd";9;185799;184672;;;121761;124786;;;1207;1689;1284;1371;120554;123097;120477;123415;;;;;38983;37159;34337;30766;2198;10498;5089;14592;6045;10794;6959;11698;8161;10048;9701;12210;53364;47519;48806;42645;3055;2653;2937;3220;1695;3136;1565;2548;;;887;946;;;481;752;;;762;753;;;;776;168;1290;108;1500;;;;;;;317;267;;;;209;;;11;44;;;113;262;;;50;62;;;;;;;;;4506;;5745;;;;;;;;79;;;;;;;;214;;2379;;2185;;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;165;
246;"Roth";9;225692;224946;;;168771;171076;;;1582;2256;1318;1692;167189;168820;167453;169384;;;;;46203;40464;41105;36327;5371;18809;7467;23177;6062;9610;6392;11262;11141;16521;14249;19517;84614;75280;76180;64763;4141;3205;3252;3690;2602;3289;1474;2487;;;1236;1162;;;803;1474;;;1095;1065;;;;1139;;1642;68;1822;;;;;;;557;495;;;;359;;;18;42;;;180;361;;;38;28;;;;;;;;;;;6499;;;;;;;;162;;;;;;;;328;;7055;;6154;;;;;;;;196;;;;;;;;;;;;;;;;;;;;;;;;;214;
247;"Aschaffenburg";9;183586;183872;;;131360;135005;;;2501;2840;2070;2297;128859;132165;129290;132708;;;;;32307;25143;28407;23235;4199;15185;7001;20868;3644;8072;4688;8828;10283;22717;11133;15071;67585;56491;61728;53201;3314;;2545;2828;2171;2716;1548;1750;;;1097;917;;;735;1791;1546;1841;794;979;;;;1089;;;52;1180;;;;;;;560;329;;;;99;;;15;50;;;190;246;;;66;67;;;;;;;;;;;5267;;;;;;;;155;;;;;;;;263;;3369;;2896;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;441;;;180;
248;"Bad Kissingen";9;217684;219607;;;155393;162052;;;1826;2659;1741;1900;153567;159393;153652;160152;;;;;30572;28487;27944;23712;4392;13592;7341;22188;6936;13000;6949;13717;12130;14723;9878;12475;88928;85574;82771;75708;3563;;2981;2807;2795;3305;2020;2504;;;919;804;;;883;1580;;;1120;1242;;;;1339;;;67;703;;;;;;;755;495;;;;259;;;31;56;;;169;264;;;47;33;;;;;;;;;;;4970;;;;;;;;138;;;;;;;;316;;4251;;4108;;;;;;;;245;;;;;;;;;;;;;;;;;;;;;;;712;;266;
